,flight,distance
512,DE_EDDM_UK_EGBB,1062.6034199390504
513,DE_EDDM_UK_EGCC,1132.8604820651872
514,DE_EDDM_UK_EGKK,916.0550446263201
515,DE_EDDM_UK_EGLC,910.9972956860544
516,DE_EDDM_UK_EGLL,944.1300689816203
517,DE_EDDM_UK_EGPH,1333.2468265675916
518,DE_EDDM_UK_EGSS,913.3612410468593
519,DE_EDDM_US_KATL,7720.031208629761
520,DE_EDDM_US_KBOS,6198.109002779856
521,DE_EDDM_US_KCLT,7368.482736000279
522,DE_EDDM_US_KDEN,8408.827452296642
523,DE_EDDM_US_KEWR,6520.452979261585
524,DE_EDDM_US_KIAD,6860.8037521098695
525,DE_EDDM_US_KIAH,8717.862220482737
526,DE_EDDM_US_KJFK,6498.4721196643295
527,DE_EDDM_US_KLAX,9638.409867969893
528,DE_EDDM_US_KMIA,8058.238814962267
529,DE_EDDM_US_KORD,7289.491412897091
530,DE_EDDM_US_KSFO,9460.74991314932
531,DE_EDDM_ZA_FAOR,8412.264446511233
